employee_id,project_id,date,planned_hours,actual_hours,capacity
E008,P003,2026-02-25,2.78,2.34,4.0
E009,P001,2026-02-25,4.29,4.48,7.2
E010,P003,2026-02-25,1.36,0.0,6.0
E001,P003,2026-02-26,1.21,1.78,7.2
E002,P002,2026-02-26,3.71,3.23,8.0
E003,P002,2026-02-26,3.81,5.19,4.0
E004,P001,2026-02-26,5.86,4.29,7.2
E005,P001,2026-02-26,2.87,3.19,7.2
E006,P003,2026-02-26,3.15,3.35,8.0
E007,P002,2026-02-26,2.87,4.69,4.0
E008,P001,2026-02-26,3.29,3.01,4.0
E009,P003,2026-02-26,0.51,2.33,7.2
E010,P003,2026-02-26,2.28,1.07,6.0
E001,P001,2026-02-27,2.53,0.94,7.2
E002,P001,2026-02-27,4.94,5.03,8.0
E003,P002,2026-02-27,1.23,2.44,4.0
E004,P003,2026-02-27,4.18,2.54,7.2
E005,P002,2026-02-27,5.16,4.25,7.2
E006,P002,2026-02-27,0.98,0.0,8.0
E007,P003,2026-02-27,3.44,4.64,4.0
E008,P003,2026-02-27,2.84,1.26,4.0
E009,P002,2026-02-27,1.33,3.0,7.2
E010,P002,2026-02-27,4.84,5.04,6.0
E001,P001,2026-02-28,4.56,6.36,7.2
E002,P003,2026-02-28,5.1,5.16,8.0
E003,P001,2026-02-28,3.17,3.76,4.0
E004,P002,2026-02-28,2.6,4.22,7.2
E005,P001,2026-02-28,1.71,2.83,7.2
E006,P002,2026-02-28,5.86,7.26,8.0
E007,P003,2026-02-28,2.67,1.05,4.0
E008,P002,2026-02-28,1.81,2.15,4.0
E009,P003,2026-02-28,1.69,3.17,7.2
E010,P001,2026-02-28,1.3,0.0,6.0
E001,P001,2026-03-01,4.62,5.05,7.2
E002,P003,2026-03-01,1.86,1.42,8.0
E003,P001,2026-03-01,0.23,0.0,4.0
E004,P003,2026-03-01,4.3,5.0,7.2
E005,P002,2026-03-01,3.08,3.95,7.2
E006,P001,2026-03-01,0.13,0.0,8.0
E007,P002,2026-03-01,0.42,1.31,4.0
E008,P002,2026-03-01,3.62,4.71,4.0
E009,P001,2026-03-01,6.44,5.21,7.2
E010,P001,2026-03-01,1.36,0.78,6.0
E001,P001,2026-03-02,3.74,2.01,7.2
E002,P001,2026-03-02,0.56,1.12,8.0
E003,P002,2026-03-02,2.37,3.09,4.0
E004,P001,2026-03-02,3.29,2.05,7.2
E005,P002,2026-03-02,7.16,7.81,7.2
E006,P001,2026-03-02,7.96,7.75,8.0
E007,P002,2026-03-02,2.25,4.08,4.0
E008,P001,2026-03-02,2.54,3.56,4.0
E009,P003,2026-03-02,3.86,2.24,7.2
E010,P001,2026-03-02,4.93,2.94,6.0
E001,P003,2026-03-03,6.68,5.61,7.2
E002,P003,2026-03-03,1.22,3.19,8.0
E003,P001,2026-03-03,3.37,3.45,4.0
E004,P002,2026-03-03,1.85,3.0,7.2
E005,P001,2026-03-03,4.38,4.41,7.2
E006,P002,2026-03-03,0.5,0.0,8.0
E007,P003,2026-03-03,1.05,0.49,4.0
E008,P001,2026-03-03,1.39,0.34,4.0
E009,P001,2026-03-03,2.2,1.79,7.2
E010,P003,2026-03-03,5.65,7.15,6.0
E001,P002,2026-03-04,6.62,6.61,7.2
E002,P002,2026-03-04,4.53,4.1,8.0
E003,P003,2026-03-04,1.59,1.75,4.0
E004,P001,2026-03-04,2.74,4.25,7.2
E005,P002,2026-03-04,5.19,3.76,7.2
E006,P003,2026-03-04,2.44,0.76,8.0
E007,P001,2026-03-04,0.09,0.0,4.0
E008,P003,2026-03-04,1.38,3.29,4.0
E009,P002,2026-03-04,5.92,4.45,7.2
E010,P002,2026-03-04,1.88,2.31,6.0
E001,P001,2026-03-05,4.37,5.42,7.2
E002,P001,2026-03-05,2.54,4.35,8.0
E003,P002,2026-03-05,0.59,0.06,4.0
E004,P001,2026-03-05,0.19,0.0,7.2
E005,P001,2026-03-05,3.96,5.82,7.2
E006,P001,2026-03-05,7.49,9.0,8.0
E007,P001,2026-03-05,0.42,0.99,4.0
E008,P001,2026-03-05,0.07,0.48,4.0
E009,P003,2026-03-05,1.09,0.0,7.2
E010,P003,2026-03-05,1.15,0.0,6.0
E001,P002,2026-03-06,7.16,5.39,7.2
E002,P003,2026-03-06,7.87,6.83,8.0
E003,P003,2026-03-06,0.3,1.43,4.0
E004,P002,2026-03-06,0.73,1.5,7.2
E005,P001,2026-03-06,3.67,5.65,7.2
E006,P001,2026-03-06,1.86,0.74,8.0
E007,P001,2026-03-06,2.5,2.6,4.0
E008,P003,2026-03-06,2.9,4.07,4.0
E009,P003,2026-03-06,3.24,2.02,7.2
E010,P003,2026-03-06,3.15,3.08,6.0
E001,P003,2026-03-07,5.28,6.36,7.2
E002,P002,2026-03-07,1.99,0.52,8.0
E003,P001,2026-03-07,0.08,0.0,4.0
E004,P002,2026-03-07,4.9,3.66,7.2
E005,P001,2026-03-07,1.55,0.0,7.2
E006,P002,2026-03-07,5.03,3.83,8.0
E007,P001,2026-03-07,3.84,3.79,4.0
E008,P003,2026-03-07,1.06,1.65,4.0
E009,P001,2026-03-07,6.08,4.47,7.2
E010,P002,2026-03-07,0.76,2.22,6.0
E001,P002,2026-03-08,3.43,2.93,7.2
E002,P001,2026-03-08,3.68,4.82,8.0
E003,P001,2026-03-08,0.53,0.0,4.0
E004,P001,2026-03-08,6.79,8.02,7.2
E005,P001,2026-03-08,2.01,3.73,7.2
E006,P001,2026-03-08,6.6,6.58,8.0
E007,P003,2026-03-08,1.8,0.71,4.0
E008,P001,2026-03-08,0.27,0.34,4.0
E009,P003,2026-03-08,0.76,2.71,7.2
E010,P003,2026-03-08,4.08,2.25,6.0
E001,P001,2026-03-09,5.37,6.01,7.2
E002,P003,2026-03-09,0.57,0.0,8.0
E003,P001,2026-03-09,2.03,1.58,4.0
E004,P003,2026-03-09,2.14,1.53,7.2
E005,P003,2026-03-09,6.78,7.92,7.2
E006,P003,2026-03-09,1.39,0.0,8.0
E007,P002,2026-03-09,3.32,1.6,4.0
E008,P002,2026-03-09,0.08,0.0,4.0
E009,P001,2026-03-09,2.13,3.2,7.2
E010,P001,2026-03-09,5.86,6.53,6.0
E001,P003,2026-03-10,0.87,1.33,7.2
E002,P002,2026-03-10,0.55,2.39,8.0
E003,P003,2026-03-10,0.17,2.04,4.0
E004,P001,2026-03-10,0.9,0.8,7.2
E005,P002,2026-03-10,4.33,4.66,7.2
E006,P003,2026-03-10,4.17,4.63,8.0
E007,P002,2026-03-10,0.51,0.0,4.0
E008,P002,2026-03-10,0.9,0.39,4.0
E009,P003,2026-03-10,3.96,3.52,7.2
E010,P002,2026-03-10,5.66,4.62,6.0
E001,P001,2026-03-11,4.87,4.85,7.2
E002,P001,2026-03-11,5.17,4.31,8.0
E003,P002,2026-03-11,3.45,4.83,4.0
E004,P001,2026-03-11,3.92,4.46,7.2
E005,P002,2026-03-11,3.32,4.68,7.2
E006,P002,2026-03-11,6.21,6.84,8.0
E007,P003,2026-03-11,1.28,2.29,4.0
E008,P001,2026-03-11,3.75,1.92,4.0
E009,P002,2026-03-11,0.78,1.52,7.2
E010,P003,2026-03-11,5.79,5.74,6.0
E001,P003,2026-03-12,6.05,6.98,7.2
E002,P003,2026-03-12,6.07,7.04,8.0
E003,P003,2026-03-12,1.19,1.45,4.0
E004,P001,2026-03-12,0.68,0.98,7.2
E005,P001,2026-03-12,5.48,4.12,7.2
E006,P002,2026-03-12,4.46,5.71,8.0
E007,P001,2026-03-12,3.53,2.64,4.0
E008,P003,2026-03-12,1.61,2.81,4.0
E009,P003,2026-03-12,2.24,3.21,7.2
E010,P002,2026-03-12,3.7,2.45,6.0
E001,P001,2026-03-13,2.7,2.86,7.2
E002,P002,2026-03-13,6.78,8.14,8.0
E003,P001,2026-03-13,0.04,1.04,4.0
E004,P001,2026-03-13,2.65,1.96,7.2
E005,P003,2026-03-13,6.06,5.94,7.2
E006,P003,2026-03-13,7.97,7.44,8.0
E007,P001,2026-03-13,2.57,3.7,4.0
E008,P002,2026-03-13,2.37,1.94,4.0
E009,P001,2026-03-13,0.01,0.0,7.2
E010,P002,2026-03-13,3.72,3.14,6.0
E001,P001,2026-03-14,2.79,2.4,7.2
E002,P003,2026-03-14,3.85,4.42,8.0
E003,P001,2026-03-14,2.32,2.57,4.0
E004,P002,2026-03-14,3.5,3.9,7.2
E005,P003,2026-03-14,1.94,3.24,7.2
E006,P001,2026-03-14,5.09,3.69,8.0
E007,P001,2026-03-14,2.98,4.91,4.0
E008,P001,2026-03-14,3.15,3.22,4.0
E009,P001,2026-03-14,1.06,0.37,7.2
E010,P003,2026-03-14,1.42,0.9,6.0
E001,P001,2026-03-15,4.31,5.25,7.2
E002,P003,2026-03-15,5.87,5.07,8.0
E003,P001,2026-03-15,1.68,2.23,4.0
E004,P003,2026-03-15,0.85,0.49,7.2
E005,P002,2026-03-15,5.38,6.34,7.2
E006,P002,2026-03-15,4.7,3.44,8.0
E007,P001,2026-03-15,3.92,2.58,4.0
E008,P003,2026-03-15,0.1,1.42,4.0
E009,P001,2026-03-15,5.02,6.74,7.2
E010,P003,2026-03-15,5.64,4.68,6.0
E001,P002,2026-03-16,1.62,1.13,7.2
E002,P001,2026-03-16,3.85,3.59,8.0
E003,P001,2026-03-16,2.82,3.35,4.0
E004,P002,2026-03-16,5.24,5.23,7.2
E005,P001,2026-03-16,5.62,3.65,7.2
E006,P001,2026-03-16,1.27,1.71,8.0
E007,P001,2026-03-16,3.01,3.63,4.0
E008,P001,2026-03-16,0.28,0.0,4.0
E009,P002,2026-03-16,0.26,0.0,7.2
E010,P003,2026-03-16,5.44,4.44,6.0
E001,P002,2026-03-17,3.09,4.47,7.2
E002,P002,2026-03-17,0.52,0.47,8.0
E003,P003,2026-03-17,0.25,1.88,4.0
E004,P001,2026-03-17,2.49,1.75,7.2
E005,P003,2026-03-17,2.5,4.1,7.2
E006,P002,2026-03-17,5.86,6.05,8.0
E007,P003,2026-03-17,3.53,3.1,4.0
E008,P002,2026-03-17,1.68,0.72,4.0
E009,P001,2026-03-17,3.56,5.48,7.2
E010,P001,2026-03-17,3.93,2.72,6.0
E001,P001,2026-03-18,3.34,5.23,7.2
E002,P001,2026-03-18,1.46,0.0,8.0
E003,P001,2026-03-18,0.9,0.0,4.0
E004,P003,2026-03-18,4.92,5.1,7.2
E005,P001,2026-03-18,1.64,1.25,7.2
E006,P003,2026-03-18,0.54,1.37,8.0
E007,P001,2026-03-18,2.45,1.36,4.0
E008,P002,2026-03-18,1.94,0.6,4.0
E009,P002,2026-03-18,4.78,3.65,7.2
E010,P002,2026-03-18,2.77,2.42,6.0
E001,P001,2026-03-19,5.39,4.56,7.2
E002,P003,2026-03-19,4.1,5.33,8.0
E003,P002,2026-03-19,3.91,5.09,4.0
E004,P001,2026-03-19,1.45,0.48,7.2
E005,P002,2026-03-19,2.38,3.4,7.2
E006,P002,2026-03-19,0.14,0.0,8.0
E007,P003,2026-03-19,3.52,5.0,4.0
E008,P003,2026-03-19,3.79,4.03,4.0
E009,P002,2026-03-19,4.02,4.23,7.2
E010,P002,2026-03-19,2.06,1.19,6.0
E001,P002,2026-03-20,3.58,2.01,7.2
E002,P003,2026-03-20,6.58,6.1,8.0
E003,P003,2026-03-20,1.76,0.55,4.0
E004,P002,2026-03-20,0.68,0.1,7.2
E005,P001,2026-03-20,4.16,4.7,7.2
E006,P003,2026-03-20,5.14,3.92,8.0
E007,P002,2026-03-20,2.13,0.76,4.0
E008,P002,2026-03-20,3.17,2.44,4.0
E009,P003,2026-03-20,2.61,4.2,7.2
E010,P003,2026-03-20,5.9,4.46,6.0
E001,P001,2026-03-21,0.24,0.0,7.2
E002,P003,2026-03-21,2.51,3.7,8.0
E003,P002,2026-03-21,0.33,1.86,4.0
E004,P003,2026-03-21,3.64,5.51,7.2
E005,P003,2026-03-21,3.49,1.98,7.2
E006,P002,2026-03-21,5.08,3.74,8.0
E007,P002,2026-03-21,3.92,4.54,4.0
E008,P003,2026-03-21,2.75,1.12,4.0
E009,P001,2026-03-21,5.93,4.76,7.2
E010,P002,2026-03-21,4.39,3.14,6.0
E001,P001,2026-03-22,2.13,3.81,7.2
E002,P002,2026-03-22,5.68,4.94,8.0
E003,P003,2026-03-22,3.61,4.21,4.0
E004,P001,2026-03-22,2.58,2.55,7.2
E005,P003,2026-03-22,6.33,6.44,7.2
E006,P001,2026-03-22,0.9,0.0,8.0
E007,P001,2026-03-22,0.96,0.0,4.0
E008,P001,2026-03-22,2.96,1.72,4.0
E009,P003,2026-03-22,4.69,5.17,7.2
E010,P002,2026-03-22,4.43,5.65,6.0
E001,P002,2026-03-23,7.05,7.59,7.2
E002,P001,2026-03-23,5.41,4.71,8.0
E003,P003,2026-03-23,0.7,2.12,4.0
E004,P001,2026-03-23,6.03,5.14,7.2
E005,P003,2026-03-23,2.45,3.92,7.2
E006,P003,2026-03-23,2.44,1.29,8.0
E007,P003,2026-03-23,3.05,2.69,4.0
E008,P002,2026-03-23,3.61,2.55,4.0
E009,P001,2026-03-23,5.68,6.34,7.2
E010,P002,2026-03-23,3.9,5.4,6.0
E001,P003,2026-03-24,4.04,2.48,7.2
E002,P002,2026-03-24,3.68,5.14,8.0
E003,P002,2026-03-24,1.52,3.43,4.0
E004,P002,2026-03-24,3.45,1.52,7.2
E005,P002,2026-03-24,6.61,5.73,7.2
E006,P001,2026-03-24,2.34,3.98,8.0
E007,P002,2026-03-24,2.8,4.16,4.0
E008,P001,2026-03-24,3.85,4.76,4.0
E009,P003,2026-03-24,4.52,4.65,7.2
E010,P003,2026-03-24,5.24,3.69,6.0
E001,P002,2026-03-25,0.87,0.0,7.2
E002,P001,2026-03-25,1.94,0.0,8.0
E003,P001,2026-03-25,3.3,1.6,4.0
E004,P001,2026-03-25,2.16,3.13,7.2
E005,P003,2026-03-25,6.5,7.91,7.2
E006,P001,2026-03-25,2.64,2.0,8.0
E007,P003,2026-03-25,2.5,2.63,4.0
E008,P002,2026-03-25,3.18,1.32,4.0
E009,P003,2026-03-25,1.93,3.08,7.2
E010,P001,2026-03-25,3.13,1.38,6.0
E001,P001,2026-03-26,4.31,2.77,7.2
E002,P001,2026-03-26,4.2,2.33,8.0
E003,P003,2026-03-26,3.32,4.83,4.0
E004,P001,2026-03-26,0.18,0.96,7.2
E005,P002,2026-03-26,3.13,4.22,7.2
E006,P001,2026-03-26,2.73,1.39,8.0
E007,P002,2026-03-26,2.43,2.95,4.0
E008,P001,2026-03-26,2.81,1.76,4.0
E009,P003,2026-03-26,0.95,0.0,7.2
E010,P001,2026-03-26,5.82,4.88,6.0
E001,P002,2026-03-27,3.4,5.34,7.2
E002,P003,2026-03-27,3.26,4.82,8.0
E003,P002,2026-03-27,1.45,1.34,4.0
E004,P002,2026-03-27,6.53,5.49,7.2
E005,P002,2026-03-27,7.0,6.32,7.2
E006,P001,2026-03-27,4.98,4.86,8.0
E007,P001,2026-03-27,1.9,2.26,4.0
E008,P001,2026-03-27,0.02,0.0,4.0
E009,P002,2026-03-27,6.0,7.38,7.2
E010,P001,2026-03-27,2.03,3.24,6.0
E001,P001,2026-03-28,1.57,1.16,7.2
E002,P002,2026-03-28,7.45,7.04,8.0
E003,P001,2026-03-28,1.14,2.41,4.0
E004,P001,2026-03-28,2.49,2.52,7.2
E005,P001,2026-03-28,0.21,0.92,7.2
E006,P002,2026-03-28,7.94,6.47,8.0
E007,P002,2026-03-28,0.66,0.22,4.0
E008,P003,2026-03-28,1.64,3.27,4.0
E009,P001,2026-03-28,1.86,2.56,7.2
E010,P001,2026-03-28,4.94,6.76,6.0
E001,P002,2026-03-29,5.19,6.65,7.2
E002,P002,2026-03-29,0.41,0.0,8.0
E003,P003,2026-03-29,0.16,1.65,4.0
E004,P002,2026-03-29,0.82,0.36,7.2
E005,P003,2026-03-29,4.77,3.14,7.2
E006,P003,2026-03-29,3.35,4.36,8.0
E007,P001,2026-03-29,1.62,0.9,4.0
E008,P001,2026-03-29,3.77,4.44,4.0
E009,P001,2026-03-29,4.65,6.21,7.2
E010,P001,2026-03-29,0.06,0.61,6.0
E001,P002,2026-03-30,0.83,0.0,7.2
E002,P003,2026-03-30,5.79,4.27,8.0
E003,P002,2026-03-30,2.12,3.44,4.0
E004,P002,2026-03-30,1.02,0.0,7.2
E005,P002,2026-03-30,3.83,3.63,7.2
E006,P003,2026-03-30,4.62,2.79,8.0
E007,P001,2026-03-30,3.23,2.1,4.0
E008,P001,2026-03-30,2.92,3.53,4.0
E009,P001,2026-03-30,4.99,4.71,7.2
E010,P003,2026-03-30,0.47,0.64,6.0
E001,P002,2026-03-31,5.68,5.47,7.2
E002,P002,2026-03-31,3.07,2.87,8.0
E003,P003,2026-03-31,3.04,1.43,4.0
E004,P003,2026-03-31,4.19,3.68,7.2
E005,P001,2026-03-31,0.2,0.0,7.2
E006,P003,2026-03-31,4.09,2.76,8.0
E007,P003,2026-03-31,0.57,2.13,4.0
E008,P001,2026-03-31,3.79,3.15,4.0
E009,P002,2026-03-31,4.65,5.2,7.2
E010,P003,2026-03-31,2.32,3.48,6.0
E001,P003,2026-04-01,2.24,2.95,7.2
E002,P001,2026-04-01,4.25,5.62,8.0
E003,P002,2026-04-01,1.82,2.57,4.0
E004,P001,2026-04-01,7.0,5.91,7.2
E005,P003,2026-04-01,3.83,2.37,7.2
E006,P002,2026-04-01,0.31,0.0,8.0
E007,P003,2026-04-01,0.64,0.0,4.0
E008,P003,2026-04-01,0.59,0.54,4.0
E009,P002,2026-04-01,6.48,4.95,7.2
E010,P002,2026-04-01,2.25,2.14,6.0
E001,P002,2026-04-02,4.34,5.65,7.2
E002,P001,2026-04-02,0.71,1.13,8.0
E003,P002,2026-04-02,1.56,1.1,4.0
E004,P002,2026-04-02,3.9,2.51,7.2
E005,P001,2026-04-02,3.83,2.51,7.2
E006,P001,2026-04-02,6.67,6.43,8.0
E007,P002,2026-04-02,3.31,4.14,4.0
E008,P002,2026-04-02,0.23,0.0,4.0
E009,P001,2026-04-02,6.96,7.19,7.2
E010,P003,2026-04-02,0.99,1.32,6.0
E001,P001,2026-04-03,3.2,3.7,7.2
E002,P003,2026-04-03,1.66,2.79,8.0
E003,P003,2026-04-03,3.52,4.01,4.0
E004,P001,2026-04-03,5.71,5.55,7.2
E005,P003,2026-04-03,2.84,1.0,7.2
E006,P001,2026-04-03,5.69,7.31,8.0
E007,P003,2026-04-03,3.86,5.49,4.0
E008,P003,2026-04-03,1.41,1.25,4.0
E009,P002,2026-04-03,0.94,2.1,7.2
E010,P001,2026-04-03,4.77,3.87,6.0
E001,P002,2026-04-04,0.25,2.13,7.2
E002,P003,2026-04-04,3.7,5.63,8.0
E003,P002,2026-04-04,2.35,1.86,4.0
E004,P002,2026-04-04,3.76,4.01,7.2
E005,P003,2026-04-04,2.78,2.83,7.2
E006,P001,2026-04-04,2.9,3.8,8.0
E007,P001,2026-04-04,3.92,3.55,4.0
E008,P003,2026-04-04,2.41,2.77,4.0
E009,P003,2026-04-04,6.88,5.69,7.2
E010,P001,2026-04-04,0.36,0.0,6.0
E001,P001,2026-04-05,6.1,7.67,7.2
E002,P003,2026-04-05,2.5,1.52,8.0
E003,P001,2026-04-05,2.04,2.55,4.0
E004,P003,2026-04-05,5.29,6.34,7.2
E005,P002,2026-04-05,4.95,5.84,7.2
E006,P002,2026-04-05,4.22,4.75,8.0
E007,P001,2026-04-05,1.43,2.65,4.0
E008,P003,2026-04-05,0.84,2.67,4.0
E009,P003,2026-04-05,7.13,5.93,7.2
E010,P002,2026-04-05,4.97,4.15,6.0
E001,P003,2026-04-06,0.32,0.0,7.2
E002,P001,2026-04-06,5.92,4.5,8.0
E003,P001,2026-04-06,3.29,4.52,4.0
E004,P001,2026-04-06,6.09,6.55,7.2
E005,P003,2026-04-06,3.51,1.82,7.2
E006,P002,2026-04-06,0.2,0.0,8.0
E007,P003,2026-04-06,2.53,2.84,4.0
E008,P002,2026-04-06,0.02,0.0,4.0
E009,P002,2026-04-06,2.16,0.46,7.2
E010,P003,2026-04-06,5.05,4.02,6.0
E001,P002,2026-04-07,0.36,0.0,7.2
E002,P001,2026-04-07,5.33,4.18,8.0
E003,P002,2026-04-07,1.12,2.34,4.0
E004,P002,2026-04-07,1.1,0.16,7.2
E005,P002,2026-04-07,2.31,2.22,7.2
E006,P001,2026-04-07,4.39,3.27,8.0
E007,P001,2026-04-07,2.41,1.85,4.0
E008,P001,2026-04-07,3.04,1.79,4.0
E009,P003,2026-04-07,3.62,3.42,7.2
E010,P002,2026-04-07,4.93,5.15,6.0
E001,P002,2026-04-08,1.74,2.6,7.2
E002,P001,2026-04-08,6.43,6.64,8.0
E003,P003,2026-04-08,0.48,2.15,4.0
E004,P002,2026-04-08,2.89,1.52,7.2
E005,P002,2026-04-08,0.96,1.48,7.2
E006,P003,2026-04-08,2.17,1.78,8.0
E007,P001,2026-04-08,0.0,0.05,4.0
E008,P002,2026-04-08,2.86,3.23,4.0
E009,P001,2026-04-08,0.45,1.81,7.2
E010,P001,2026-04-08,2.04,3.8,6.0
E001,P001,2026-04-09,6.7,8.01,7.2
E002,P003,2026-04-09,2.16,3.53,8.0
E003,P002,2026-04-09,3.57,3.3,4.0
E004,P001,2026-04-09,2.72,4.46,7.2
E005,P003,2026-04-09,0.64,1.39,7.2
E006,P002,2026-04-09,4.52,6.24,8.0
E007,P001,2026-04-09,2.82,0.83,4.0
E008,P003,2026-04-09,1.02,2.52,4.0
E009,P001,2026-04-09,6.96,8.0,7.2
E010,P001,2026-04-09,4.06,5.83,6.0
E001,P001,2026-04-10,0.76,1.89,7.2
E002,P001,2026-04-10,0.39,0.0,8.0
E003,P003,2026-04-10,2.0,1.73,4.0
E004,P003,2026-04-10,0.8,1.34,7.2
E005,P003,2026-04-10,2.66,0.87,7.2
E006,P001,2026-04-10,1.49,1.7,8.0
E007,P003,2026-04-10,2.88,2.36,4.0
E008,P002,2026-04-10,1.89,3.41,4.0
E009,P001,2026-04-10,5.73,6.75,7.2
E010,P001,2026-04-10,1.77,0.32,6.0
E001,P003,2026-04-11,0.91,1.85,7.2
E002,P002,2026-04-11,5.16,4.74,8.0
E003,P002,2026-04-11,0.8,2.36,4.0
E004,P003,2026-04-11,2.65,0.88,7.2
E005,P002,2026-04-11,5.63,5.81,7.2
E006,P003,2026-04-11,6.68,4.74,8.0
E007,P001,2026-04-11,3.64,5.0,4.0
E008,P001,2026-04-11,0.5,0.15,4.0
E009,P001,2026-04-11,5.3,4.62,7.2
E010,P002,2026-04-11,1.6,2.5,6.0
E001,P001,2026-04-12,6.94,7.01,7.2
E002,P002,2026-04-12,6.1,5.92,8.0
E003,P003,2026-04-12,0.88,0.0,4.0
E004,P003,2026-04-12,4.14,2.45,7.2
E005,P003,2026-04-12,5.81,4.29,7.2
E006,P002,2026-04-12,3.48,2.81,8.0
E007,P001,2026-04-12,3.09,3.16,4.0
E008,P001,2026-04-12,1.49,0.0,4.0
E009,P003,2026-04-12,4.77,4.97,7.2
E010,P003,2026-04-12,4.05,4.24,6.0
E001,P001,2026-04-13,4.36,3.53,7.2
E002,P001,2026-04-13,3.18,2.4,8.0
E003,P003,2026-04-13,2.84,4.59,4.0
E004,P002,2026-04-13,3.49,4.48,7.2
E005,P003,2026-04-13,4.84,5.16,7.2
E006,P001,2026-04-13,1.91,2.04,8.0
E007,P002,2026-04-13,2.58,2.82,4.0
E008,P002,2026-04-13,1.46,0.36,4.0
E009,P003,2026-04-13,1.01,1.5,7.2
E010,P002,2026-04-13,1.89,1.0,6.0
E001,P001,2026-04-14,5.84,6.38,7.2
E002,P003,2026-04-14,1.31,1.88,8.0
E003,P001,2026-04-14,1.38,3.05,4.0
E004,P002,2026-04-14,3.38,4.94,7.2
E005,P001,2026-04-14,4.97,5.73,7.2
E006,P002,2026-04-14,0.06,0.59,8.0
E007,P003,2026-04-14,0.18,0.0,4.0
E008,P002,2026-04-14,2.12,1.09,4.0
E009,P001,2026-04-14,6.83,8.68,7.2
E010,P002,2026-04-14,1.65,2.88,6.0
E001,P002,2026-04-15,3.94,2.66,7.2
E002,P003,2026-04-15,0.35,0.0,8.0
E003,P001,2026-04-15,1.93,3.52,4.0
E004,P001,2026-04-15,0.99,2.97,7.2
E005,P002,2026-04-15,6.15,5.12,7.2
E006,P002,2026-04-15,0.87,1.42,8.0
E007,P003,2026-04-15,3.92,4.2,4.0
E008,P003,2026-04-15,1.84,3.51,4.0
E009,P003,2026-04-15,0.53,1.02,7.2
E010,P002,2026-04-15,0.09,1.4,6.0
E001,P001,2026-04-16,6.54,8.31,7.2
E002,P003,2026-04-16,3.16,4.97,8.0
E003,P002,2026-04-16,3.03,1.68,4.0
E004,P002,2026-04-16,5.17,4.16,7.2
E005,P001,2026-04-16,3.3,4.42,7.2
E006,P002,2026-04-16,6.17,6.17,8.0
E007,P001,2026-04-16,3.34,4.48,4.0
E008,P002,2026-04-16,3.22,1.4,4.0
E009,P002,2026-04-16,2.32,3.71,7.2
E010,P003,2026-04-16,1.52,0.51,6.0
E001,P001,2026-04-17,3.46,4.11,7.2
E002,P002,2026-04-17,7.21,5.83,8.0
E003,P003,2026-04-17,3.68,5.65,4.0
E004,P001,2026-04-17,5.48,4.97,7.2
E005,P001,2026-04-17,0.23,0.0,7.2
E006,P003,2026-04-17,4.62,4.05,8.0
E007,P002,2026-04-17,3.97,3.52,4.0
E008,P001,2026-04-17,1.43,2.06,4.0
E009,P002,2026-04-17,6.5,8.01,7.2
E010,P003,2026-04-17,3.04,1.92,6.0
E001,P001,2026-04-18,1.65,3.47,7.2
E002,P002,2026-04-18,6.93,6.06,8.0
E003,P001,2026-04-18,1.73,2.6,4.0
E004,P003,2026-04-18,3.08,2.38,7.2
E005,P003,2026-04-18,2.03,1.45,7.2
E006,P003,2026-04-18,7.23,8.61,8.0
E007,P001,2026-04-18,1.68,2.8,4.0
E008,P002,2026-04-18,3.56,3.73,4.0
E009,P001,2026-04-18,4.26,3.0,7.2
E010,P003,2026-04-18,3.56,1.69,6.0
E001,P002,2026-04-19,0.51,0.0,7.2
E002,P003,2026-04-19,7.04,6.88,8.0
E003,P003,2026-04-19,3.24,4.59,4.0
E004,P001,2026-04-19,5.23,6.33,7.2
E005,P002,2026-04-19,5.94,6.0,7.2
E006,P001,2026-04-19,4.31,3.44,8.0
E007,P003,2026-04-19,3.72,3.29,4.0
E008,P001,2026-04-19,3.06,1.06,4.0
E009,P001,2026-04-19,0.44,0.0,7.2
E010,P001,2026-04-19,5.84,4.74,6.0
E001,P002,2026-04-20,0.07,0.0,7.2
E002,P003,2026-04-20,0.42,0.0,8.0
E003,P002,2026-04-20,2.93,3.49,4.0
E004,P001,2026-04-20,6.11,5.8,7.2
E005,P002,2026-04-20,6.45,7.72,7.2
E006,P003,2026-04-20,2.17,0.67,8.0
E007,P003,2026-04-20,4.0,3.62,4.0
E008,P002,2026-04-20,1.57,1.94,4.0
E009,P001,2026-04-20,2.74,2.4,7.2
E010,P002,2026-04-20,4.26,2.93,6.0
E001,P003,2026-04-21,3.73,2.8,7.2
E002,P002,2026-04-21,3.85,3.3,8.0
E003,P003,2026-04-21,2.86,3.89,4.0
E004,P002,2026-04-21,5.62,6.46,7.2
E005,P003,2026-04-21,2.66,4.39,7.2
E006,P002,2026-04-21,5.58,6.43,8.0
E007,P003,2026-04-21,3.21,1.7,4.0
E008,P002,2026-04-21,2.92,4.36,4.0
E009,P001,2026-04-21,0.22,0.0,7.2
E010,P001,2026-04-21,2.07,1.41,6.0
E001,P001,2026-04-22,6.17,6.97,7.2
E002,P003,2026-04-22,3.48,3.68,8.0
E003,P001,2026-04-22,1.52,0.17,4.0
E004,P002,2026-04-22,0.12,1.24,7.2
E005,P003,2026-04-22,0.08,0.9,7.2
